date,state,district,pincode,demo_age_5_17,demo_age_17_
18-09-2025,Andhra Pradesh,Visakhapatnam,530041,1,12
18-09-2025,Andhra Pradesh,Visakhapatnam,530043,0,2
18-09-2025,Andhra Pradesh,Visakhapatnam,530051,1,5
18-09-2025,Andhra Pradesh,Visakhapatnam,530053,0,2
18-09-2025,Andhra Pradesh,Visakhapatnam,531022,0,2
18-09-2025,Andhra Pradesh,Visakhapatnam,531077,0,15
18-09-2025,Andhra Pradesh,Visakhapatnam,531084,2,28
18-09-2025,Andhra Pradesh,Visakhapatnam,531085,0,3
18-09-2025,Andhra Pradesh,Visakhapatnam,531113,0,9
18-09-2025,Andhra Pradesh,Visakhapatnam,531115,4,11
18-09-2025,Andhra Pradesh,Visakhapatnam,531127,0,5
18-09-2025,Andhra Pradesh,Visakhapatnam,531149,2,9
18-09-2025,Andhra Pradesh,Visakhapatnam,531173,1,37
18-09-2025,Andhra Pradesh,Visakhapatnam,535005,0,3
18-09-2025,Andhra Pradesh,Visakhapatnam,535183,0,5
19-09-2025,Andhra Pradesh,Visakhapatnam,530012,7,12
19-09-2025,Andhra Pradesh,Visakhapatnam,530017,0,28
20-09-2025,Andhra Pradesh,Visakhapatnam,530005,1,4
20-09-2025,Andhra Pradesh,Visakhapatnam,530007,1,6
20-09-2025,Andhra Pradesh,Visakhapatnam,530043,1,4
20-09-2025,Andhra Pradesh,Visakhapatnam,531040,6,28
20-09-2025,Andhra Pradesh,Visakhapatnam,531060,1,2
20-09-2025,Andhra Pradesh,Visakhapatnam,531084,2,9
20-09-2025,Andhra Pradesh,Visakhapatnam,531087,0,4
20-09-2025,Andhra Pradesh,Visakhapatnam,531127,0,4
20-09-2025,Andhra Pradesh,Visakhapatnam,535145,0,7
13-10-2025,Andhra Pradesh,Visakhapatnam,530005,0,4
13-10-2025,Andhra Pradesh,Visakhapatnam,530007,0,5
13-10-2025,Andhra Pradesh,Visakhapatnam,530009,1,3
13-10-2025,Andhra Pradesh,Visakhapatnam,530016,1,10
13-10-2025,Andhra Pradesh,Visakhapatnam,530041,0,4
13-10-2025,Andhra Pradesh,Visakhapatnam,530051,0,1
13-10-2025,Andhra Pradesh,Visakhapatnam,531002,0,3
13-10-2025,Andhra Pradesh,Visakhapatnam,531020,0,3
13-10-2025,Andhra Pradesh,Visakhapatnam,531023,0,2
13-10-2025,Andhra Pradesh,Visakhapatnam,531075,0,3
13-10-2025,Andhra Pradesh,Visakhapatnam,531082,0,4
13-10-2025,Andhra Pradesh,Visakhapatnam,531084,0,2
13-10-2025,Andhra Pradesh,Visakhapatnam,531115,0,4
13-10-2025,Andhra Pradesh,Visakhapatnam,531117,0,5
15-10-2025,Andhra Pradesh,Visakhapatnam,530007,1,9
15-10-2025,Andhra Pradesh,Visakhapatnam,530028,1,6
15-10-2025,Andhra Pradesh,Visakhapatnam,530029,0,4
15-10-2025,Andhra Pradesh,Visakhapatnam,530032,0,1
15-10-2025,Andhra Pradesh,Visakhapatnam,530040,1,30
15-10-2025,Andhra Pradesh,Visakhapatnam,530053,1,2
15-10-2025,Andhra Pradesh,Visakhapatnam,531019,1,6
15-10-2025,Andhra Pradesh,Visakhapatnam,531023,0,2
15-10-2025,Andhra Pradesh,Visakhapatnam,531026,0,6
15-10-2025,Andhra Pradesh,Visakhapatnam,531036,1,16
15-10-2025,Andhra Pradesh,Visakhapatnam,531149,0,8
15-10-2025,Andhra Pradesh,Visakhapatnam,531163,1,13
16-10-2025,Andhra Pradesh,Visakhapatnam,530008,3,11
16-10-2025,Andhra Pradesh,Visakhapatnam,530017,3,29
16-10-2025,Andhra Pradesh,Visakhapatnam,530045,3,7
16-10-2025,Andhra Pradesh,Visakhapatnam,530047,1,12
16-10-2025,Andhra Pradesh,Visakhapatnam,531001,2,12
16-10-2025,Andhra Pradesh,Visakhapatnam,531024,0,3
16-10-2025,Andhra Pradesh,Visakhapatnam,531025,0,6
16-10-2025,Andhra Pradesh,Visakhapatnam,531026,3,6
16-10-2025,Andhra Pradesh,Visakhapatnam,531028,0,4
16-10-2025,Andhra Pradesh,Visakhapatnam,531030,1,8
16-10-2025,Andhra Pradesh,Visakhapatnam,531032,0,4
16-10-2025,Andhra Pradesh,Visakhapatnam,531035,1,5
16-10-2025,Andhra Pradesh,Visakhapatnam,531087,0,2
16-10-2025,Andhra Pradesh,Visakhapatnam,531105,1,6
16-10-2025,Andhra Pradesh,Visakhapatnam,531117,0,9
16-10-2025,Andhra Pradesh,Visakhapatnam,531133,1,9
16-10-2025,Andhra Pradesh,Visakhapatnam,531151,2,12
16-10-2025,Andhra Pradesh,Visakhapatnam,531173,4,18
16-10-2025,Andhra Pradesh,Visakhapatnam,535005,1,0
17-10-2025,Andhra Pradesh,Visakhapatnam,530003,0,8
17-10-2025,Andhra Pradesh,Visakhapatnam,530005,1,2
17-10-2025,Andhra Pradesh,Visakhapatnam,530018,2,5
17-10-2025,Andhra Pradesh,Visakhapatnam,530032,1,1
17-10-2025,Andhra Pradesh,Visakhapatnam,530040,4,23
17-10-2025,Andhra Pradesh,Visakhapatnam,530045,1,3
17-10-2025,Andhra Pradesh,Visakhapatnam,530046,2,18
17-10-2025,Andhra Pradesh,Visakhapatnam,530049,1,0
17-10-2025,Andhra Pradesh,Visakhapatnam,531021,2,7
17-10-2025,Andhra Pradesh,Visakhapatnam,531026,0,5
17-10-2025,Andhra Pradesh,Visakhapatnam,531029,3,22
17-10-2025,Andhra Pradesh,Visakhapatnam,531032,1,6
17-10-2025,Andhra Pradesh,Visakhapatnam,531087,1,3
17-10-2025,Andhra Pradesh,Visakhapatnam,531126,1,14
17-10-2025,Andhra Pradesh,Visakhapatnam,531149,2,12
17-10-2025,Andhra Pradesh,Visakhapatnam,531151,2,10
17-10-2025,Andhra Pradesh,Visakhapatnam,531162,3,10
17-10-2025,Andhra Pradesh,Visakhapatnam,531219,1,2
16-11-2025,Andhra Pradesh,Visakhapatnam,530013,2,2
16-11-2025,Andhra Pradesh,Visakhapatnam,531023,1,1
16-11-2025,Andhra Pradesh,Visakhapatnam,531026,1,2
16-11-2025,Andhra Pradesh,Visakhapatnam,531060,1,0
16-11-2025,Andhra Pradesh,Visakhapatnam,531075,1,0
16-11-2025,Andhra Pradesh,Visakhapatnam,531114,1,5
16-11-2025,Andhra Pradesh,Visakhapatnam,535145,1,0
05-12-2025,Andhra Pradesh,Visakhapatnam,530014,0,1
07-12-2025,Andhra Pradesh,Visakhapatnam,530053,0,5
07-12-2025,Andhra Pradesh,Visakhapatnam,531027,0,1
07-12-2025,Andhra Pradesh,Visakhapatnam,531084,0,1
12-12-2025,Andhra Pradesh,Visakhapatnam,535250,0,1
14-12-2025,Andhra Pradesh,Visakhapatnam,530005,0,1
14-12-2025,Andhra Pradesh,Visakhapatnam,531040,0,3
14-12-2025,Andhra Pradesh,Visakhapatnam,531085,0,1
14-12-2025,Andhra Pradesh,Visakhapatnam,531111,2,1
15-12-2025,Andhra Pradesh,Visakhapatnam,530014,0,1
26-10-2025,Andhra Pradesh,Visakhapatnam,530005,0,1
26-10-2025,Andhra Pradesh,Visakhapatnam,530016,4,23
26-10-2025,Andhra Pradesh,Visakhapatnam,530018,2,7
26-10-2025,Andhra Pradesh,Visakhapatnam,530046,3,24
26-10-2025,Andhra Pradesh,Visakhapatnam,530048,5,21
26-10-2025,Andhra Pradesh,Visakhapatnam,531002,0,1
26-10-2025,Andhra Pradesh,Visakhapatnam,531021,2,4
26-10-2025,Andhra Pradesh,Visakhapatnam,531027,8,6
26-10-2025,Andhra Pradesh,Visakhapatnam,531029,3,9
26-10-2025,Andhra Pradesh,Visakhapatnam,531031,2,9
26-10-2025,Andhra Pradesh,Visakhapatnam,531061,1,12
26-10-2025,Andhra Pradesh,Visakhapatnam,531081,3,6
26-10-2025,Andhra Pradesh,Visakhapatnam,531127,2,4
26-10-2025,Andhra Pradesh,Visakhapatnam,531151,3,16
26-10-2025,Andhra Pradesh,Visakhapatnam,531219,6,5
21-10-2025,Andhra Pradesh,Visakhapatnam,530005,0,1
21-10-2025,Andhra Pradesh,Visakhapatnam,530008,0,2
21-10-2025,Andhra Pradesh,Visakhapatnam,530013,0,3
21-10-2025,Andhra Pradesh,Visakhapatnam,530018,2,0
21-10-2025,Andhra Pradesh,Visakhapatnam,530022,0,1
21-10-2025,Andhra Pradesh,Visakhapatnam,530040,0,1
21-10-2025,Andhra Pradesh,Visakhapatnam,530045,0,2
21-10-2025,Andhra Pradesh,Visakhapatnam,531030,0,1
21-10-2025,Andhra Pradesh,Visakhapatnam,531055,0,2
21-10-2025,Andhra Pradesh,Visakhapatnam,531061,0,4
21-10-2025,Andhra Pradesh,Visakhapatnam,531077,0,1
21-10-2025,Andhra Pradesh,Visakhapatnam,531083,0,3
21-10-2025,Andhra Pradesh,Visakhapatnam,531133,0,1
18-10-2025,Andhra Pradesh,Visakhapatnam,530002,2,9
18-10-2025,Andhra Pradesh,Visakhapatnam,530016,2,32
18-10-2025,Andhra Pradesh,Visakhapatnam,530017,2,20
18-10-2025,Andhra Pradesh,Visakhapatnam,530027,1,16
18-10-2025,Andhra Pradesh,Visakhapatnam,530032,0,6
18-10-2025,Andhra Pradesh,Visakhapatnam,530044,4,16
18-10-2025,Andhra Pradesh,Visakhapatnam,530047,1,10
18-10-2025,Andhra Pradesh,Visakhapatnam,530051,2,8
18-10-2025,Andhra Pradesh,Visakhapatnam,531087,1,5
18-10-2025,Andhra Pradesh,Visakhapatnam,531126,2,15
18-10-2025,Andhra Pradesh,Visakhapatnam,531149,3,9
18-10-2025,Andhra Pradesh,Visakhapatnam,531163,2,13
19-10-2025,Andhra Pradesh,Visakhapatnam,530001,2,15
19-10-2025,Andhra Pradesh,Visakhapatnam,530004,1,6
19-10-2025,Andhra Pradesh,Visakhapatnam,530012,2,7
19-10-2025,Andhra Pradesh,Visakhapatnam,530020,1,5
19-10-2025,Andhra Pradesh,Visakhapatnam,530044,3,14
19-10-2025,Andhra Pradesh,Visakhapatnam,530048,8,22
19-10-2025,Andhra Pradesh,Visakhapatnam,530051,3,5
19-10-2025,Andhra Pradesh,Visakhapatnam,531001,0,10
19-10-2025,Andhra Pradesh,Visakhapatnam,531011,3,6
19-10-2025,Andhra Pradesh,Visakhapatnam,531019,1,3
19-10-2025,Andhra Pradesh,Visakhapatnam,531020,2,1
19-10-2025,Andhra Pradesh,Visakhapatnam,531022,1,4
19-10-2025,Andhra Pradesh,Visakhapatnam,531024,0,3
19-10-2025,Andhra Pradesh,Visakhapatnam,531028,1,2
19-10-2025,Andhra Pradesh,Visakhapatnam,531031,2,2
19-10-2025,Andhra Pradesh,Visakhapatnam,531085,2,2
19-10-2025,Andhra Pradesh,Visakhapatnam,531105,1,0
19-10-2025,Andhra Pradesh,Visakhapatnam,531162,4,7
19-10-2025,Andhra Pradesh,Visakhapatnam,531173,4,21
19-10-2025,Andhra Pradesh,Visakhapatnam,531219,2,8
20-10-2025,Andhra Pradesh,Visakhapatnam,530001,2,5
20-10-2025,Andhra Pradesh,Visakhapatnam,530007,1,2
20-10-2025,Andhra Pradesh,Visakhapatnam,530031,0,1
20-10-2025,Andhra Pradesh,Visakhapatnam,530043,0,2
20-10-2025,Andhra Pradesh,Visakhapatnam,530044,4,7
20-10-2025,Andhra Pradesh,Visakhapatnam,530045,1,3
20-10-2025,Andhra Pradesh,Visakhapatnam,530046,1,11
20-10-2025,Andhra Pradesh,Visakhapatnam,531040,2,6
20-10-2025,Andhra Pradesh,Visakhapatnam,531055,1,6
20-10-2025,Andhra Pradesh,Visakhapatnam,531081,1,3
20-10-2025,Andhra Pradesh,Visakhapatnam,531083,1,1
20-10-2025,Andhra Pradesh,Visakhapatnam,531162,1,1
20-10-2025,Andhra Pradesh,Visakhapatnam,531163,0,5
24-10-2025,Andhra Pradesh,Visakhapatnam,530001,4,24
24-10-2025,Andhra Pradesh,Visakhapatnam,530002,4,9
24-10-2025,Andhra Pradesh,Visakhapatnam,530003,1,5
24-10-2025,Andhra Pradesh,Visakhapatnam,530011,1,29
24-10-2025,Andhra Pradesh,Visakhapatnam,530024,2,8
24-10-2025,Andhra Pradesh,Visakhapatnam,530026,6,48
24-10-2025,Andhra Pradesh,Visakhapatnam,530028,0,6
24-10-2025,Andhra Pradesh,Visakhapatnam,530029,0,7
24-10-2025,Andhra Pradesh,Visakhapatnam,530032,1,6
24-10-2025,Andhra Pradesh,Visakhapatnam,530040,3,31
24-10-2025,Andhra Pradesh,Visakhapatnam,530049,0,6
24-10-2025,Andhra Pradesh,Visakhapatnam,531021,0,11
24-10-2025,Andhra Pradesh,Visakhapatnam,531031,1,14
24-10-2025,Andhra Pradesh,Visakhapatnam,531033,0,14
24-10-2025,Andhra Pradesh,Visakhapatnam,531082,0,1
24-10-2025,Andhra Pradesh,Visakhapatnam,531085,0,16
24-10-2025,Andhra Pradesh,Visakhapatnam,531173,6,34
24-10-2025,Andhra Pradesh,Visakhapatnam,535145,2,10
24-10-2025,Andhra Pradesh,Visakhapatnam,535183,0,2
24-10-2025,Andhra Pradesh,Visakhapatnam,535250,0,3
23-10-2025,Andhra Pradesh,Visakhapatnam,530013,1,2
23-10-2025,Andhra Pradesh,Visakhapatnam,530017,0,3
23-10-2025,Andhra Pradesh,Visakhapatnam,530026,0,2
23-10-2025,Andhra Pradesh,Visakhapatnam,530027,0,1
23-10-2025,Andhra Pradesh,Visakhapatnam,530040,0,1
23-10-2025,Andhra Pradesh,Visakhapatnam,531019,0,1
23-10-2025,Andhra Pradesh,Visakhapatnam,531036,1,3
23-10-2025,Andhra Pradesh,Visakhapatnam,531061,0,1
23-10-2025,Andhra Pradesh,Visakhapatnam,531113,0,1
23-10-2025,Andhra Pradesh,Visakhapatnam,531115,1,0
22-10-2025,Andhra Pradesh,Visakhapatnam,530007,0,1
22-10-2025,Andhra Pradesh,Visakhapatnam,530027,0,1
22-10-2025,Andhra Pradesh,Visakhapatnam,530043,0,1
22-10-2025,Andhra Pradesh,Visakhapatnam,531117,0,1
25-10-2025,Andhra Pradesh,Visakhapatnam,530003,0,3
25-10-2025,Andhra Pradesh,Visakhapatnam,530004,3,14
25-10-2025,Andhra Pradesh,Visakhapatnam,530008,7,18
25-10-2025,Andhra Pradesh,Visakhapatnam,530018,1,18
25-10-2025,Andhra Pradesh,Visakhapatnam,530024,1,8
25-10-2025,Andhra Pradesh,Visakhapatnam,530047,0,12
25-10-2025,Andhra Pradesh,Visakhapatnam,530048,5,20
25-10-2025,Andhra Pradesh,Visakhapatnam,530051,0,7
25-10-2025,Andhra Pradesh,Visakhapatnam,531024,2,7
25-10-2025,Andhra Pradesh,Visakhapatnam,531029,6,20
25-10-2025,Andhra Pradesh,Visakhapatnam,531032,1,14
25-10-2025,Andhra Pradesh,Visakhapatnam,531034,2,11
25-10-2025,Andhra Pradesh,Visakhapatnam,531036,3,13
25-10-2025,Andhra Pradesh,Visakhapatnam,531081,1,6
25-10-2025,Andhra Pradesh,Visakhapatnam,531082,1,2
25-10-2025,Andhra Pradesh,Visakhapatnam,531087,0,1
25-10-2025,Andhra Pradesh,Visakhapatnam,531114,3,16
25-10-2025,Andhra Pradesh,Visakhapatnam,531126,3,21
25-10-2025,Andhra Pradesh,Visakhapatnam,531133,0,6
25-10-2025,Andhra Pradesh,Visakhapatnam,531219,3,11
25-10-2025,Andhra Pradesh,Visakhapatnam,535005,2,5
25-10-2025,Andhra Pradesh,Visakhapatnam,535273,0,1
27-10-2025,Andhra Pradesh,Visakhapatnam,530001,4,16
27-10-2025,Andhra Pradesh,Visakhapatnam,530007,1,10
27-10-2025,Andhra Pradesh,Visakhapatnam,530014,2,0
27-10-2025,Andhra Pradesh,Visakhapatnam,530016,5,28
27-10-2025,Andhra Pradesh,Visakhapatnam,530020,0,6
27-10-2025,Andhra Pradesh,Visakhapatnam,530049,1,0
27-10-2025,Andhra Pradesh,Visakhapatnam,531001,2,13
27-10-2025,Andhra Pradesh,Visakhapatnam,531020,0,4
27-10-2025,Andhra Pradesh,Visakhapatnam,531021,0,2
27-10-2025,Andhra Pradesh,Visakhapatnam,531029,1,9
27-10-2025,Andhra Pradesh,Visakhapatnam,531031,1,4
27-10-2025,Andhra Pradesh,Visakhapatnam,531034,1,5
27-10-2025,Andhra Pradesh,Visakhapatnam,531060,2,2
27-10-2025,Andhra Pradesh,Visakhapatnam,531081,2,8
27-10-2025,Andhra Pradesh,Visakhapatnam,531087,1,3
27-10-2025,Andhra Pradesh,Visakhapatnam,531115,1,2
27-10-2025,Andhra Pradesh,Visakhapatnam,531127,2,6
27-10-2025,Andhra Pradesh,Visakhapatnam,531151,0,8
27-10-2025,Andhra Pradesh,Visakhapatnam,531219,0,5
27-10-2025,Andhra Pradesh,Visakhapatnam,535183,0,2
28-10-2025,Andhra Pradesh,Visakhapatnam,530002,4,6
28-10-2025,Andhra Pradesh,Visakhapatnam,530003,1,8
28-10-2025,Andhra Pradesh,Visakhapatnam,530005,3,2
28-10-2025,Andhra Pradesh,Visakhapatnam,530013,4,13
28-10-2025,Andhra Pradesh,Visakhapatnam,530018,4,7
28-10-2025,Andhra Pradesh,Visakhapatnam,530027,2,12
28-10-2025,Andhra Pradesh,Visakhapatnam,530032,0,7
28-10-2025,Andhra Pradesh,Visakhapatnam,531001,1,5
28-10-2025,Andhra Pradesh,Visakhapatnam,531002,1,5
28-10-2025,Andhra Pradesh,Visakhapatnam,531023,0,1
28-10-2025,Andhra Pradesh,Visakhapatnam,531025,0,7
28-10-2025,Andhra Pradesh,Visakhapatnam,531026,1,4
28-10-2025,Andhra Pradesh,Visakhapatnam,531027,3,9
28-10-2025,Andhra Pradesh,Visakhapatnam,531030,3,7
28-10-2025,Andhra Pradesh,Visakhapatnam,531031,0,6
28-10-2025,Andhra Pradesh,Visakhapatnam,531034,0,5
28-10-2025,Andhra Pradesh,Visakhapatnam,531061,2,1
28-10-2025,Andhra Pradesh,Visakhapatnam,531113,1,4
28-10-2025,Andhra Pradesh,Visakhapatnam,531151,0,14
02-11-2025,Andhra Pradesh,Visakhapatnam,530024,0,3
02-11-2025,Andhra Pradesh,Visakhapatnam,531026,1,2
02-11-2025,Andhra Pradesh,Visakhapatnam,531075,2,0
02-11-2025,Andhra Pradesh,Visakhapatnam,531163,7,8
02-11-2025,Andhra Pradesh,Visakhapatnam,531219,3,5
02-11-2025,Andhra Pradesh,Visakhapatnam,535145,1,1
02-11-2025,Andhra Pradesh,Visakhapatnam,535183,1,1
03-11-2025,Andhra Pradesh,Visakhapatnam,535005,0,2
08-11-2025,Andhra Pradesh,Visakhapatnam,531023,1,0
08-11-2025,Andhra Pradesh,Visakhapatnam,535273,0,1
09-11-2025,Andhra Pradesh,Visakhapatnam,530029,0,4
09-11-2025,Andhra Pradesh,Visakhapatnam,531002,0,3
09-11-2025,Andhra Pradesh,Visakhapatnam,531024,4,2
09-11-2025,Andhra Pradesh,Visakhapatnam,531031,2,4
09-11-2025,Andhra Pradesh,Visakhapatnam,531033,0,2
09-11-2025,Andhra Pradesh,Visakhapatnam,531034,0,1
09-11-2025,Andhra Pradesh,Visakhapatnam,531055,2,4
25-11-2025,Andhra Pradesh,Visakhapatnam,535183,0,1
28-11-2025,Andhra Pradesh,Visakhapatnam,531105,1,0
21-12-2025,Andhra Pradesh,Visakhapatnam,530005,1,0
21-12-2025,Andhra Pradesh,Visakhapatnam,531060,0,1
21-12-2025,Andhra Pradesh,Visakhapatnam,531077,1,0
21-12-2025,Andhra Pradesh,Visakhapatnam,531111,1,2
21-12-2025,Andhra Pradesh,Visakhapatnam,531114,1,0
29-11-2025,Andhra Pradesh,Visakhapatnam,530032,0,1
29-12-2025,Andhra Pradesh,Visakhapatnam,530002,0,7
29-12-2025,Andhra Pradesh,Visakhapatnam,530004,0,7
29-12-2025,Andhra Pradesh,Visakhapatnam,530011,0,9
29-12-2025,Andhra Pradesh,Visakhapatnam,530027,0,17
29-12-2025,Andhra Pradesh,Visakhapatnam,530040,0,8
29-12-2025,Andhra Pradesh,Visakhapatnam,530051,2,2
29-12-2025,Andhra Pradesh,Visakhapatnam,531011,0,5
29-12-2025,Andhra Pradesh,Visakhapatnam,531020,0,2
29-12-2025,Andhra Pradesh,Visakhapatnam,531025,1,2
29-12-2025,Andhra Pradesh,Visakhapatnam,531027,0,4
29-12-2025,Andhra Pradesh,Visakhapatnam,531029,2,21
29-12-2025,Andhra Pradesh,Visakhapatnam,531032,0,2
29-12-2025,Andhra Pradesh,Visakhapatnam,531035,0,7
29-12-2025,Andhra Pradesh,Visakhapatnam,531083,1,5
29-12-2025,Andhra Pradesh,Visakhapatnam,531084,1,4
29-12-2025,Andhra Pradesh,Visakhapatnam,531087,1,1
29-12-2025,Andhra Pradesh,Visakhapatnam,531116,1,16
29-12-2025,Andhra Pradesh,Visakhapatnam,531133,1,4
29-12-2025,Andhra Pradesh,Visakhapatnam,535273,0,2
31-12-2025,Andhra Pradesh,Visakhapatnam,530011,4,19
31-12-2025,Andhra Pradesh,Visakhapatnam,530016,4,46
31-12-2025,Andhra Pradesh,Visakhapatnam,530018,3,10
31-12-2025,Andhra Pradesh,Visakhapatnam,530032,1,2
31-12-2025,Andhra Pradesh,Visakhapatnam,530044,1,16
31-12-2025,Andhra Pradesh,Visakhapatnam,530046,4,27
31-12-2025,Andhra Pradesh,Visakhapatnam,530049,0,2
31-12-2025,Andhra Pradesh,Visakhapatnam,530053,0,4
31-12-2025,Andhra Pradesh,Visakhapatnam,531021,0,6
31-12-2025,Andhra Pradesh,Visakhapatnam,531022,0,1
31-12-2025,Andhra Pradesh,Visakhapatnam,531034,3,8
31-12-2025,Andhra Pradesh,Visakhapatnam,531040,1,14
31-12-2025,Andhra Pradesh,Visakhapatnam,531075,0,2
31-12-2025,Andhra Pradesh,Visakhapatnam,531115,2,14
31-12-2025,Andhra Pradesh,Visakhapatnam,531163,4,20
31-12-2025,Andhra Pradesh,Visakhapatnam,535005,0,2
03-01-2026,Andhra Pradesh,Visakhapatnam,530008,0,5
03-01-2026,Andhra Pradesh,Visakhapatnam,530009,0,1
03-01-2026,Andhra Pradesh,Visakhapatnam,530014,0,1
03-01-2026,Andhra Pradesh,Visakhapatnam,530041,1,4
03-01-2026,Andhra Pradesh,Visakhapatnam,530044,0,3
03-01-2026,Andhra Pradesh,Visakhapatnam,530047,0,6
03-01-2026,Andhra Pradesh,Visakhapatnam,531019,0,1
03-01-2026,Andhra Pradesh,Visakhapatnam,531021,0,1
03-01-2026,Andhra Pradesh,Visakhapatnam,531024,1,0
03-01-2026,Andhra Pradesh,Visakhapatnam,531025,0,5
03-01-2026,Andhra Pradesh,Visakhapatnam,531061,0,5
03-01-2026,Andhra Pradesh,Visakhapatnam,531077,1,0
03-01-2026,Andhra Pradesh,Visakhapatnam,531084,0,4
03-01-2026,Andhra Pradesh,Visakhapatnam,531173,0,4
18-12-2025,Andhra Pradesh,Visakhapatnam,530002,2,9
18-12-2025,Andhra Pradesh,Visakhapatnam,530016,5,41
18-12-2025,Andhra Pradesh,Visakhapatnam,530029,1,2
18-12-2025,Andhra Pradesh,Visakhapatnam,530046,3,26
18-12-2025,Andhra Pradesh,Visakhapatnam,531001,4,8
18-12-2025,Andhra Pradesh,Visakhapatnam,531011,3,12
18-12-2025,Andhra Pradesh,Visakhapatnam,531023,1,2
18-12-2025,Andhra Pradesh,Visakhapatnam,531030,3,15
18-12-2025,Andhra Pradesh,Visakhapatnam,531081,2,18
18-12-2025,Andhra Pradesh,Visakhapatnam,531082,0,3
18-12-2025,Andhra Pradesh,Visakhapatnam,531083,4,10
18-12-2025,Andhra Pradesh,Visakhapatnam,531113,0,12
18-12-2025,Andhra Pradesh,Visakhapatnam,531114,4,16
18-12-2025,Andhra Pradesh,Visakhapatnam,531117,0,3
18-12-2025,Andhra Pradesh,Visakhapatnam,531127,0,4
18-12-2025,Andhra Pradesh,Visakhapatnam,531151,2,13
16-12-2025,Andhra Pradesh,Visakhapatnam,530002,0,10
16-12-2025,Andhra Pradesh,Visakhapatnam,530016,2,32
16-12-2025,Andhra Pradesh,Visakhapatnam,530018,1,6
16-12-2025,Andhra Pradesh,Visakhapatnam,530024,1,6
16-12-2025,Andhra Pradesh,Visakhapatnam,530028,0,4
16-12-2025,Andhra Pradesh,Visakhapatnam,530041,1,20
16-12-2025,Andhra Pradesh,Visakhapatnam,530045,2,11
16-12-2025,Andhra Pradesh,Visakhapatnam,531019,1,7
16-12-2025,Andhra Pradesh,Visakhapatnam,531022,0,8
16-12-2025,Andhra Pradesh,Visakhapatnam,531028,2,5
16-12-2025,Andhra Pradesh,Visakhapatnam,531085,2,14
16-12-2025,Andhra Pradesh,Visakhapatnam,531127,1,6
08-12-2025,Andhra Pradesh,Visakhapatnam,530002,0,12
08-12-2025,Andhra Pradesh,Visakhapatnam,530009,1,7
08-12-2025,Andhra Pradesh,Visakhapatnam,530012,0,10
08-12-2025,Andhra Pradesh,Visakhapatnam,530026,5,41
08-12-2025,Andhra Pradesh,Visakhapatnam,530029,0,2
08-12-2025,Andhra Pradesh,Visakhapatnam,531023,0,3
08-12-2025,Andhra Pradesh,Visakhapatnam,531025,3,5
08-12-2025,Andhra Pradesh,Visakhapatnam,531028,0,7
08-12-2025,Andhra Pradesh,Visakhapatnam,531032,0,11
08-12-2025,Andhra Pradesh,Visakhapatnam,531055,3,24
08-12-2025,Andhra Pradesh,Visakhapatnam,531081,4,24
08-12-2025,Andhra Pradesh,Visakhapatnam,531117,1,7
08-12-2025,Andhra Pradesh,Visakhapatnam,531126,1,27
08-12-2025,Andhra Pradesh,Visakhapatnam,531151,1,14
08-12-2025,Andhra Pradesh,Visakhapatnam,531173,3,35
09-12-2025,Andhra Pradesh,Visakhapatnam,530017,6,36
09-12-2025,Andhra Pradesh,Visakhapatnam,530024,0,5
09-12-2025,Andhra Pradesh,Visakhapatnam,530049,0,1
09-12-2025,Andhra Pradesh,Visakhapatnam,531023,2,6
09-12-2025,Andhra Pradesh,Visakhapatnam,531025,1,6
09-12-2025,Andhra Pradesh,Visakhapatnam,531029,5,16
09-12-2025,Andhra Pradesh,Visakhapatnam,531031,1,5
09-12-2025,Andhra Pradesh,Visakhapatnam,531034,0,5
09-12-2025,Andhra Pradesh,Visakhapatnam,531040,5,17
09-12-2025,Andhra Pradesh,Visakhapatnam,531082,1,3
09-12-2025,Andhra Pradesh,Visakhapatnam,531087,0,8
09-12-2025,Andhra Pradesh,Visakhapatnam,531111,1,16
09-12-2025,Andhra Pradesh,Visakhapatnam,535183,0,4
11-12-2025,Andhra Pradesh,Visakhapatnam,530011,3,19
11-12-2025,Andhra Pradesh,Visakhapatnam,530012,1,14
11-12-2025,Andhra Pradesh,Visakhapatnam,530016,1,39
11-12-2025,Andhra Pradesh,Visakhapatnam,530026,7,38
11-12-2025,Andhra Pradesh,Visakhapatnam,530027,2,27
11-12-2025,Andhra Pradesh,Visakhapatnam,530029,2,7
11-12-2025,Andhra Pradesh,Visakhapatnam,530032,0,4
11-12-2025,Andhra Pradesh,Visakhapatnam,530046,2,28
11-12-2025,Andhra Pradesh,Visakhapatnam,530052,0,5
11-12-2025,Andhra Pradesh,Visakhapatnam,531001,1,16
11-12-2025,Andhra Pradesh,Visakhapatnam,531022,1,2
11-12-2025,Andhra Pradesh,Visakhapatnam,531075,1,2
11-12-2025,Andhra Pradesh,Visakhapatnam,531114,2,8
11-12-2025,Andhra Pradesh,Visakhapatnam,531127,0,7
11-12-2025,Andhra Pradesh,Visakhapatnam,531173,1,41
10-12-2025,Andhra Pradesh,Visakhapatnam,530007,3,22
10-12-2025,Andhra Pradesh,Visakhapatnam,530013,1,20
10-12-2025,Andhra Pradesh,Visakhapatnam,530016,3,25
10-12-2025,Andhra Pradesh,Visakhapatnam,530017,8,40
