date,state,district,pincode,bio_age_5_17,bio_age_17_
08-08-2025,Andhra Pradesh,Srikakulam,532243,2,3
08-08-2025,Andhra Pradesh,Srikakulam,532263,5,1
08-08-2025,Andhra Pradesh,Srikakulam,532421,6,3
08-08-2025,Andhra Pradesh,Srikakulam,532426,2,1
08-08-2025,Andhra Pradesh,Srikakulam,532427,1,0
08-08-2025,Andhra Pradesh,Srikakulam,532445,0,2
08-09-2025,Andhra Pradesh,Srikakulam,532123,5,3
08-09-2025,Andhra Pradesh,Srikakulam,532148,1,8
08-09-2025,Andhra Pradesh,Srikakulam,532212,5,3
08-09-2025,Andhra Pradesh,Srikakulam,532216,0,3
08-09-2025,Andhra Pradesh,Srikakulam,532219,1,2
08-09-2025,Andhra Pradesh,Srikakulam,532221,3,10
08-09-2025,Andhra Pradesh,Srikakulam,532243,4,6
08-09-2025,Andhra Pradesh,Srikakulam,532401,7,10
08-09-2025,Andhra Pradesh,Srikakulam,532406,0,3
08-09-2025,Andhra Pradesh,Srikakulam,532408,1,6
08-09-2025,Andhra Pradesh,Srikakulam,532425,3,4
08-09-2025,Andhra Pradesh,Srikakulam,532459,3,11
07-09-2025,Andhra Pradesh,Srikakulam,532123,1,0
07-09-2025,Andhra Pradesh,Srikakulam,532461,2,0
10-09-2025,Andhra Pradesh,Srikakulam,532148,1,7
10-09-2025,Andhra Pradesh,Srikakulam,532212,2,4
10-09-2025,Andhra Pradesh,Srikakulam,532213,0,6
10-09-2025,Andhra Pradesh,Srikakulam,532214,5,9
10-09-2025,Andhra Pradesh,Srikakulam,532222,2,8
10-09-2025,Andhra Pradesh,Srikakulam,532284,5,5
10-09-2025,Andhra Pradesh,Srikakulam,532312,2,10
10-09-2025,Andhra Pradesh,Srikakulam,532322,1,2
10-09-2025,Andhra Pradesh,Srikakulam,532402,1,4
10-09-2025,Andhra Pradesh,Srikakulam,532403,0,3
10-09-2025,Andhra Pradesh,Srikakulam,532406,5,5
10-09-2025,Andhra Pradesh,Srikakulam,532426,3,2
10-09-2025,Andhra Pradesh,Srikakulam,532427,3,4
10-09-2025,Andhra Pradesh,Srikakulam,532443,3,5
10-09-2025,Andhra Pradesh,Srikakulam,532445,1,9
17-09-2025,Andhra Pradesh,Srikakulam,532001,3,13
17-09-2025,Andhra Pradesh,Srikakulam,532122,0,4
17-09-2025,Andhra Pradesh,Srikakulam,532185,10,15
17-09-2025,Andhra Pradesh,Srikakulam,532212,1,4
17-09-2025,Andhra Pradesh,Srikakulam,532214,7,6
17-09-2025,Andhra Pradesh,Srikakulam,532216,2,1
17-09-2025,Andhra Pradesh,Srikakulam,532219,1,1
17-09-2025,Andhra Pradesh,Srikakulam,532263,2,1
17-09-2025,Andhra Pradesh,Srikakulam,532291,0,1
17-09-2025,Andhra Pradesh,Srikakulam,532292,3,2
17-09-2025,Andhra Pradesh,Srikakulam,532404,2,4
17-09-2025,Andhra Pradesh,Srikakulam,532408,0,3
17-09-2025,Andhra Pradesh,Srikakulam,532426,21,10
17-09-2025,Andhra Pradesh,Srikakulam,532427,1,2
17-09-2025,Andhra Pradesh,Srikakulam,532428,1,1
17-09-2025,Andhra Pradesh,Srikakulam,532445,3,7
17-09-2025,Andhra Pradesh,Srikakulam,532455,4,7
17-09-2025,Andhra Pradesh,Srikakulam,532457,1,4
17-09-2025,Andhra Pradesh,Srikakulam,532458,2,7
17-09-2025,Andhra Pradesh,Srikakulam,532484,1,6
17-09-2025,Andhra Pradesh,Srikakulam,535557,1,0
18-09-2025,Andhra Pradesh,Srikakulam,532001,10,15
18-09-2025,Andhra Pradesh,Srikakulam,532168,6,15
18-09-2025,Andhra Pradesh,Srikakulam,532190,0,1
18-09-2025,Andhra Pradesh,Srikakulam,532195,2,12
18-09-2025,Andhra Pradesh,Srikakulam,532201,8,22
18-09-2025,Andhra Pradesh,Srikakulam,532220,1,3
18-09-2025,Andhra Pradesh,Srikakulam,532263,1,3
18-09-2025,Andhra Pradesh,Srikakulam,532291,1,3
18-09-2025,Andhra Pradesh,Srikakulam,532292,5,3
18-09-2025,Andhra Pradesh,Srikakulam,532312,9,7
18-09-2025,Andhra Pradesh,Srikakulam,532402,2,5
18-09-2025,Andhra Pradesh,Srikakulam,532462,3,4
26-08-2025,Andhra Pradesh,Srikakulam,532123,3,3
26-08-2025,Andhra Pradesh,Srikakulam,532127,5,9
26-08-2025,Andhra Pradesh,Srikakulam,532214,2,2
26-08-2025,Andhra Pradesh,Srikakulam,532220,1,3
26-08-2025,Andhra Pradesh,Srikakulam,532263,2,4
26-08-2025,Andhra Pradesh,Srikakulam,532264,4,5
26-08-2025,Andhra Pradesh,Srikakulam,532404,2,0
26-08-2025,Andhra Pradesh,Srikakulam,532407,3,6
26-08-2025,Andhra Pradesh,Srikakulam,532443,1,3
26-08-2025,Andhra Pradesh,Srikakulam,532459,1,9
26-08-2025,Andhra Pradesh,Srikakulam,532474,1,1
27-08-2025,Andhra Pradesh,Srikakulam,532243,0,1
31-08-2025,Andhra Pradesh,Srikakulam,532222,1,0
31-08-2025,Andhra Pradesh,Srikakulam,532421,3,2
31-08-2025,Andhra Pradesh,Srikakulam,532458,1,1
01-10-2025,Andhra Pradesh,Srikakulam,532168,6,16
01-10-2025,Andhra Pradesh,Srikakulam,532211,7,4
01-10-2025,Andhra Pradesh,Srikakulam,532213,5,4
01-10-2025,Andhra Pradesh,Srikakulam,532222,12,6
01-10-2025,Andhra Pradesh,Srikakulam,532243,7,3
01-10-2025,Andhra Pradesh,Srikakulam,532292,5,2
01-10-2025,Andhra Pradesh,Srikakulam,532425,1,2
01-10-2025,Andhra Pradesh,Srikakulam,532430,7,2
01-10-2025,Andhra Pradesh,Srikakulam,532462,4,4
01-10-2025,Andhra Pradesh,Srikakulam,532474,0,1
27-09-2025,Andhra Pradesh,Srikakulam,532005,0,1
27-09-2025,Andhra Pradesh,Srikakulam,532123,6,15
27-09-2025,Andhra Pradesh,Srikakulam,532168,7,13
27-09-2025,Andhra Pradesh,Srikakulam,532201,7,11
27-09-2025,Andhra Pradesh,Srikakulam,532218,2,3
27-09-2025,Andhra Pradesh,Srikakulam,532264,4,3
27-09-2025,Andhra Pradesh,Srikakulam,532284,1,4
27-09-2025,Andhra Pradesh,Srikakulam,532290,2,1
27-09-2025,Andhra Pradesh,Srikakulam,532402,0,1
27-09-2025,Andhra Pradesh,Srikakulam,532406,1,0
27-09-2025,Andhra Pradesh,Srikakulam,532407,8,13
27-09-2025,Andhra Pradesh,Srikakulam,532409,3,3
27-09-2025,Andhra Pradesh,Srikakulam,532459,0,3
28-09-2025,Andhra Pradesh,Srikakulam,532185,0,1
05-09-2025,Andhra Pradesh,Srikakulam,532168,4,1
05-09-2025,Andhra Pradesh,Srikakulam,532185,1,3
05-09-2025,Andhra Pradesh,Srikakulam,532216,1,1
05-09-2025,Andhra Pradesh,Srikakulam,532427,0,3
05-09-2025,Andhra Pradesh,Srikakulam,532429,2,0
05-09-2025,Andhra Pradesh,Srikakulam,532455,1,1
05-09-2025,Andhra Pradesh,Srikakulam,532457,1,0
06-09-2025,Andhra Pradesh,Srikakulam,532185,5,17
06-09-2025,Andhra Pradesh,Srikakulam,532201,10,14
06-09-2025,Andhra Pradesh,Srikakulam,532214,7,6
06-09-2025,Andhra Pradesh,Srikakulam,532242,0,7
06-09-2025,Andhra Pradesh,Srikakulam,532291,2,4
06-09-2025,Andhra Pradesh,Srikakulam,532312,4,8
06-09-2025,Andhra Pradesh,Srikakulam,532404,1,11
06-09-2025,Andhra Pradesh,Srikakulam,532426,2,7
06-09-2025,Andhra Pradesh,Srikakulam,532443,0,2
06-09-2025,Andhra Pradesh,Srikakulam,532457,3,3
06-09-2025,Andhra Pradesh,Srikakulam,532460,7,9
06-09-2025,Andhra Pradesh,Srikakulam,535125,1,0
02-09-2025,Andhra Pradesh,Srikakulam,532001,3,7
02-09-2025,Andhra Pradesh,Srikakulam,532122,1,3
02-09-2025,Andhra Pradesh,Srikakulam,532123,1,2
02-09-2025,Andhra Pradesh,Srikakulam,532168,7,4
02-09-2025,Andhra Pradesh,Srikakulam,532214,4,5
02-09-2025,Andhra Pradesh,Srikakulam,532218,5,3
02-09-2025,Andhra Pradesh,Srikakulam,532219,2,1
02-09-2025,Andhra Pradesh,Srikakulam,532221,1,2
02-09-2025,Andhra Pradesh,Srikakulam,532292,2,4
02-09-2025,Andhra Pradesh,Srikakulam,532403,3,12
02-09-2025,Andhra Pradesh,Srikakulam,532404,0,3
02-09-2025,Andhra Pradesh,Srikakulam,532408,0,3
02-09-2025,Andhra Pradesh,Srikakulam,532426,3,1
02-09-2025,Andhra Pradesh,Srikakulam,532460,4,13
02-09-2025,Andhra Pradesh,Srikakulam,532484,5,4
02-09-2025,Andhra Pradesh,Srikakulam,535557,2,0
14-09-2025,Andhra Pradesh,Srikakulam,532001,1,0
14-09-2025,Andhra Pradesh,Srikakulam,532214,0,3
14-09-2025,Andhra Pradesh,Srikakulam,532218,1,0
14-09-2025,Andhra Pradesh,Srikakulam,532292,0,1
16-09-2025,Andhra Pradesh,Srikakulam,532168,2,9
16-09-2025,Andhra Pradesh,Srikakulam,532242,1,4
16-09-2025,Andhra Pradesh,Srikakulam,532243,1,8
16-09-2025,Andhra Pradesh,Srikakulam,532264,2,8
16-09-2025,Andhra Pradesh,Srikakulam,532290,3,4
16-09-2025,Andhra Pradesh,Srikakulam,532402,0,5
16-09-2025,Andhra Pradesh,Srikakulam,532404,1,5
16-09-2025,Andhra Pradesh,Srikakulam,532406,1,1
16-09-2025,Andhra Pradesh,Srikakulam,532407,8,17
16-09-2025,Andhra Pradesh,Srikakulam,532427,1,3
16-09-2025,Andhra Pradesh,Srikakulam,532428,1,1
16-09-2025,Andhra Pradesh,Srikakulam,532432,1,5
16-09-2025,Andhra Pradesh,Srikakulam,532455,4,12
16-09-2025,Andhra Pradesh,Srikakulam,532459,2,4
16-09-2025,Andhra Pradesh,Srikakulam,532462,1,1
15-09-2025,Andhra Pradesh,Srikakulam,532168,9,9
15-09-2025,Andhra Pradesh,Srikakulam,532213,4,8
15-09-2025,Andhra Pradesh,Srikakulam,532291,1,0
15-09-2025,Andhra Pradesh,Srikakulam,532312,8,14
15-09-2025,Andhra Pradesh,Srikakulam,532403,1,8
15-09-2025,Andhra Pradesh,Srikakulam,532430,2,5
15-09-2025,Andhra Pradesh,Srikakulam,532455,2,10
15-09-2025,Andhra Pradesh,Srikakulam,535557,2,2
26-09-2025,Andhra Pradesh,Srikakulam,532001,22,20
26-09-2025,Andhra Pradesh,Srikakulam,532185,21,7
26-09-2025,Andhra Pradesh,Srikakulam,532211,0,1
26-09-2025,Andhra Pradesh,Srikakulam,532214,5,2
26-09-2025,Andhra Pradesh,Srikakulam,532216,1,5
26-09-2025,Andhra Pradesh,Srikakulam,532243,5,6
26-09-2025,Andhra Pradesh,Srikakulam,532264,5,2
26-09-2025,Andhra Pradesh,Srikakulam,532290,1,5
26-09-2025,Andhra Pradesh,Srikakulam,532291,4,1
26-09-2025,Andhra Pradesh,Srikakulam,532292,3,4
26-09-2025,Andhra Pradesh,Srikakulam,532410,1,2
26-09-2025,Andhra Pradesh,Srikakulam,532430,14,4
26-09-2025,Andhra Pradesh,Srikakulam,532440,5,13
26-09-2025,Andhra Pradesh,Srikakulam,532462,4,4
09-09-2025,Andhra Pradesh,Srikakulam,532122,0,4
09-09-2025,Andhra Pradesh,Srikakulam,532185,2,18
09-09-2025,Andhra Pradesh,Srikakulam,532216,3,4
09-09-2025,Andhra Pradesh,Srikakulam,532221,0,7
09-09-2025,Andhra Pradesh,Srikakulam,532243,4,5
09-09-2025,Andhra Pradesh,Srikakulam,532263,1,4
09-09-2025,Andhra Pradesh,Srikakulam,532401,4,11
09-09-2025,Andhra Pradesh,Srikakulam,532409,0,3
09-09-2025,Andhra Pradesh,Srikakulam,532426,0,4
09-09-2025,Andhra Pradesh,Srikakulam,532429,1,4
09-09-2025,Andhra Pradesh,Srikakulam,532462,2,4
09-09-2025,Andhra Pradesh,Srikakulam,532484,4,2
11-09-2025,Andhra Pradesh,Srikakulam,532185,2,16
11-09-2025,Andhra Pradesh,Srikakulam,532201,6,22
11-09-2025,Andhra Pradesh,Srikakulam,532221,2,7
11-09-2025,Andhra Pradesh,Srikakulam,532264,3,6
11-09-2025,Andhra Pradesh,Srikakulam,532290,1,1
11-09-2025,Andhra Pradesh,Srikakulam,532291,0,2
11-09-2025,Andhra Pradesh,Srikakulam,532425,1,3
11-09-2025,Andhra Pradesh,Srikakulam,532457,2,3
11-09-2025,Andhra Pradesh,Srikakulam,532462,6,6
13-09-2025,Andhra Pradesh,Srikakulam,532216,2,2
13-09-2025,Andhra Pradesh,Srikakulam,532221,3,5
13-09-2025,Andhra Pradesh,Srikakulam,532242,2,6
13-09-2025,Andhra Pradesh,Srikakulam,532264,5,6
13-09-2025,Andhra Pradesh,Srikakulam,532312,3,4
13-09-2025,Andhra Pradesh,Srikakulam,532409,3,2
13-09-2025,Andhra Pradesh,Srikakulam,532425,3,1
13-09-2025,Andhra Pradesh,Srikakulam,532426,1,2
13-09-2025,Andhra Pradesh,Srikakulam,532429,2,2
13-09-2025,Andhra Pradesh,Srikakulam,532457,2,1
13-09-2025,Andhra Pradesh,Srikakulam,532461,7,4
12-09-2025,Andhra Pradesh,Srikakulam,532123,4,3
12-09-2025,Andhra Pradesh,Srikakulam,532211,2,4
12-09-2025,Andhra Pradesh,Srikakulam,532212,0,2
12-09-2025,Andhra Pradesh,Srikakulam,532213,2,12
12-09-2025,Andhra Pradesh,Srikakulam,532221,2,1
12-09-2025,Andhra Pradesh,Srikakulam,532408,1,2
12-09-2025,Andhra Pradesh,Srikakulam,532410,0,4
12-09-2025,Andhra Pradesh,Srikakulam,532425,0,2
12-09-2025,Andhra Pradesh,Srikakulam,532428,0,1
12-09-2025,Andhra Pradesh,Srikakulam,532429,0,1
12-09-2025,Andhra Pradesh,Srikakulam,532484,3,6
12-09-2025,Andhra Pradesh,Srikakulam,535557,2,1
25-09-2025,Andhra Pradesh,Srikakulam,532148,0,4
25-09-2025,Andhra Pradesh,Srikakulam,532190,2,3
25-09-2025,Andhra Pradesh,Srikakulam,532242,10,3
25-09-2025,Andhra Pradesh,Srikakulam,532243,7,6
25-09-2025,Andhra Pradesh,Srikakulam,532263,2,6
25-09-2025,Andhra Pradesh,Srikakulam,532292,4,2
25-09-2025,Andhra Pradesh,Srikakulam,532410,9,6
25-09-2025,Andhra Pradesh,Srikakulam,532459,14,7
24-09-2025,Andhra Pradesh,Srikakulam,532005,2,6
24-09-2025,Andhra Pradesh,Srikakulam,532148,4,6
24-09-2025,Andhra Pradesh,Srikakulam,532242,6,13
24-09-2025,Andhra Pradesh,Srikakulam,532406,1,1
24-09-2025,Andhra Pradesh,Srikakulam,532408,3,4
24-09-2025,Andhra Pradesh,Srikakulam,532440,6,10
24-09-2025,Andhra Pradesh,Srikakulam,532455,2,1
24-09-2025,Andhra Pradesh,Srikakulam,532459,7,16
24-09-2025,Andhra Pradesh,Srikakulam,532460,6,10
24-09-2025,Andhra Pradesh,Srikakulam,532461,6,1
24-09-2025,Andhra Pradesh,Srikakulam,532484,2,6
19-09-2025,Andhra Pradesh,Srikakulam,532122,1,1
19-09-2025,Andhra Pradesh,Srikakulam,532168,4,9
19-09-2025,Andhra Pradesh,Srikakulam,532211,3,8
19-09-2025,Andhra Pradesh,Srikakulam,532242,0,3
19-09-2025,Andhra Pradesh,Srikakulam,532290,4,3
19-09-2025,Andhra Pradesh,Srikakulam,532322,4,7
19-09-2025,Andhra Pradesh,Srikakulam,532406,0,5
19-09-2025,Andhra Pradesh,Srikakulam,532462,0,3
19-09-2025,Andhra Pradesh,Srikakulam,535128,0,2
20-09-2025,Andhra Pradesh,Srikakulam,532168,2,8
20-09-2025,Andhra Pradesh,Srikakulam,532219,1,2
20-09-2025,Andhra Pradesh,Srikakulam,532221,7,9
20-09-2025,Andhra Pradesh,Srikakulam,532291,0,1
20-09-2025,Andhra Pradesh,Srikakulam,532312,6,8
20-09-2025,Andhra Pradesh,Srikakulam,532402,2,1
20-09-2025,Andhra Pradesh,Srikakulam,532404,1,2
20-09-2025,Andhra Pradesh,Srikakulam,532410,1,3
20-09-2025,Andhra Pradesh,Srikakulam,532428,0,1
20-09-2025,Andhra Pradesh,Srikakulam,532429,1,5
20-09-2025,Andhra Pradesh,Srikakulam,532430,2,6
20-09-2025,Andhra Pradesh,Srikakulam,532443,1,3
20-09-2025,Andhra Pradesh,Srikakulam,532445,0,6
20-09-2025,Andhra Pradesh,Srikakulam,532456,2,7
20-09-2025,Andhra Pradesh,Srikakulam,532460,2,8
20-09-2025,Andhra Pradesh,Srikakulam,532462,1,2
21-09-2025,Andhra Pradesh,Srikakulam,532214,0,1
23-09-2025,Andhra Pradesh,Srikakulam,532127,6,13
23-09-2025,Andhra Pradesh,Srikakulam,532211,4,2
23-09-2025,Andhra Pradesh,Srikakulam,532212,7,2
23-09-2025,Andhra Pradesh,Srikakulam,532218,6,3
23-09-2025,Andhra Pradesh,Srikakulam,532263,1,1
23-09-2025,Andhra Pradesh,Srikakulam,532284,4,3
23-09-2025,Andhra Pradesh,Srikakulam,532292,3,8
23-09-2025,Andhra Pradesh,Srikakulam,532405,0,4
23-09-2025,Andhra Pradesh,Srikakulam,532409,2,1
23-09-2025,Andhra Pradesh,Srikakulam,532425,5,2
23-09-2025,Andhra Pradesh,Srikakulam,532426,4,1
23-09-2025,Andhra Pradesh,Srikakulam,532432,4,5
22-09-2025,Andhra Pradesh,Srikakulam,532201,20,19
22-09-2025,Andhra Pradesh,Srikakulam,532213,9,6
22-09-2025,Andhra Pradesh,Srikakulam,532214,3,12
22-09-2025,Andhra Pradesh,Srikakulam,532218,3,2
22-09-2025,Andhra Pradesh,Srikakulam,532263,2,7
22-09-2025,Andhra Pradesh,Srikakulam,532405,3,4
22-09-2025,Andhra Pradesh,Srikakulam,532408,1,2
22-09-2025,Andhra Pradesh,Srikakulam,532409,1,1
22-09-2025,Andhra Pradesh,Srikakulam,532421,4,3
22-09-2025,Andhra Pradesh,Srikakulam,532455,8,10
01-09-2025,Andhra Pradesh,Srikakulam,532005,2,1
01-09-2025,Andhra Pradesh,Srikakulam,532185,0,8
01-09-2025,Andhra Pradesh,Srikakulam,532190,0,1
01-09-2025,Andhra Pradesh,Srikakulam,532201,13,15
01-09-2025,Andhra Pradesh,Srikakulam,532215,0,2
01-09-2025,Andhra Pradesh,Srikakulam,532218,3,2
01-09-2025,Andhra Pradesh,Srikakulam,532264,0,6
01-09-2025,Andhra Pradesh,Srikakulam,532405,1,3
01-09-2025,Andhra Pradesh,Srikakulam,532406,0,1
01-09-2025,Andhra Pradesh,Srikakulam,532421,4,7
01-09-2025,Andhra Pradesh,Srikakulam,532426,1,4
30-08-2025,Andhra Pradesh,Srikakulam,532123,5,11
30-08-2025,Andhra Pradesh,Srikakulam,532201,15,13
30-08-2025,Andhra Pradesh,Srikakulam,532219,2,0
30-08-2025,Andhra Pradesh,Srikakulam,532220,7,4
30-08-2025,Andhra Pradesh,Srikakulam,532408,2,1
30-08-2025,Andhra Pradesh,Srikakulam,532428,1,2
30-08-2025,Andhra Pradesh,Srikakulam,532443,3,0
30-08-2025,Andhra Pradesh,Srikakulam,532458,1,3
29-08-2025,Andhra Pradesh,Srikakulam,532001,8,14
29-08-2025,Andhra Pradesh,Srikakulam,532190,1,3
29-08-2025,Andhra Pradesh,Srikakulam,532211,2,4
29-08-2025,Andhra Pradesh,Srikakulam,532218,5,2
29-08-2025,Andhra Pradesh,Srikakulam,532312,10,10
29-08-2025,Andhra Pradesh,Srikakulam,532322,3,4
29-08-2025,Andhra Pradesh,Srikakulam,532402,4,4
29-08-2025,Andhra Pradesh,Srikakulam,532403,8,8
29-08-2025,Andhra Pradesh,Srikakulam,532455,4,10
29-08-2025,Andhra Pradesh,Srikakulam,532456,1,7
29-08-2025,Andhra Pradesh,Srikakulam,532460,6,3
29-08-2025,Andhra Pradesh,Srikakulam,532462,4,1
29-08-2025,Andhra Pradesh,Srikakulam,532484,3,2
28-08-2025,Andhra Pradesh,Srikakulam,532148,3,2
28-08-2025,Andhra Pradesh,Srikakulam,532211,3,6
28-08-2025,Andhra Pradesh,Srikakulam,532214,4,6
28-08-2025,Andhra Pradesh,Srikakulam,532290,3,3
28-08-2025,Andhra Pradesh,Srikakulam,532292,1,8
28-08-2025,Andhra Pradesh,Srikakulam,532322,3,4
28-08-2025,Andhra Pradesh,Srikakulam,532404,2,2
28-08-2025,Andhra Pradesh,Srikakulam,532426,7,1
28-08-2025,Andhra Pradesh,Srikakulam,532430,2,5
28-08-2025,Andhra Pradesh,Srikakulam,532432,7,2
28-08-2025,Andhra Pradesh,Srikakulam,532462,8,6
28-08-2025,Andhra Pradesh,Srikakulam,535557,0,3
03-09-2025,Andhra Pradesh,Srikakulam,532001,7,13
03-09-2025,Andhra Pradesh,Srikakulam,532005,3,5
03-09-2025,Andhra Pradesh,Srikakulam,532211,5,3
03-09-2025,Andhra Pradesh,Srikakulam,532213,6,4
03-09-2025,Andhra Pradesh,Srikakulam,532264,3,6
03-09-2025,Andhra Pradesh,Srikakulam,532312,5,15
03-09-2025,Andhra Pradesh,Srikakulam,532401,5,8
03-09-2025,Andhra Pradesh,Srikakulam,532405,3,4
03-09-2025,Andhra Pradesh,Srikakulam,532432,2,2
03-09-2025,Andhra Pradesh,Srikakulam,532443,0,6
03-09-2025,Andhra Pradesh,Srikakulam,532455,3,3
03-09-2025,Andhra Pradesh,Srikakulam,532461,2,1
03-09-2025,Andhra Pradesh,Srikakulam,532462,2,2
04-09-2025,Andhra Pradesh,Srikakulam,532001,1,11
04-09-2025,Andhra Pradesh,Srikakulam,532122,2,3
04-09-2025,Andhra Pradesh,Srikakulam,532123,9,1
04-09-2025,Andhra Pradesh,Srikakulam,532148,1,5
04-09-2025,Andhra Pradesh,Srikakulam,532211,3,4
04-09-2025,Andhra Pradesh,Srikakulam,532220,4,1
04-09-2025,Andhra Pradesh,Srikakulam,532222,4,2
04-09-2025,Andhra Pradesh,Srikakulam,532242,2,10
04-09-2025,Andhra Pradesh,Srikakulam,532264,2,4
04-09-2025,Andhra Pradesh,Srikakulam,532284,5,3
04-09-2025,Andhra Pradesh,Srikakulam,532322,3,2
04-09-2025,Andhra Pradesh,Srikakulam,532401,5,2
04-09-2025,Andhra Pradesh,Srikakulam,532410,1,1
04-09-2025,Andhra Pradesh,Srikakulam,532428,4,2
04-09-2025,Andhra Pradesh,Srikakulam,532429,0,3
04-09-2025,Andhra Pradesh,Srikakulam,532445,1,6
04-09-2025,Andhra Pradesh,Srikakulam,532484,2,4
21-05-2025,Andhra Pradesh,Srikakulam,532123,8,3
21-05-2025,Andhra Pradesh,Srikakulam,532211,9,1
21-05-2025,Andhra Pradesh,Srikakulam,532214,10,9
21-05-2025,Andhra Pradesh,Srikakulam,532218,10,11
21-05-2025,Andhra Pradesh,Srikakulam,532219,3,1
21-05-2025,Andhra Pradesh,Srikakulam,532264,3,2
21-05-2025,Andhra Pradesh,Srikakulam,532291,0,3
21-05-2025,Andhra Pradesh,Srikakulam,532403,10,9
21-05-2025,Andhra Pradesh,Srikakulam,532404,7,1
21-05-2025,Andhra Pradesh,Srikakulam,532406,2,0
21-05-2025,Andhra Pradesh,Srikakulam,532408,9,3
21-05-2025,Andhra Pradesh,Srikakulam,532427,1,1
21-05-2025,Andhra Pradesh,Srikakulam,532428,1,1
21-05-2025,Andhra Pradesh,Srikakulam,532430,13,7
21-05-2025,Andhra Pradesh,Srikakulam,532458,10,9
21-05-2025,Andhra Pradesh,Srikakulam,532474,6,1
20-05-2025,Andhra Pradesh,Srikakulam,532148,4,0
20-05-2025,Andhra Pradesh,Srikakulam,532212,3,5
20-05-2025,Andhra Pradesh,Srikakulam,532214,7,6
20-05-2025,Andhra Pradesh,Srikakulam,532242,10,7
20-05-2025,Andhra Pradesh,Srikakulam,532421,13,10
20-05-2025,Andhra Pradesh,Srikakulam,532428,0,1
20-05-2025,Andhra Pradesh,Srikakulam,532429,4,2
20-05-2025,Andhra Pradesh,Srikakulam,532432,5,2
20-05-2025,Andhra Pradesh,Srikakulam,532455,17,3
20-05-2025,Andhra Pradesh,Srikakulam,532460,10,9
20-05-2025,Andhra Pradesh,Srikakulam,532474,6,1
23-05-2025,Andhra Pradesh,Srikakulam,532122,12,3
23-05-2025,Andhra Pradesh,Srikakulam,532148,15,11
23-05-2025,Andhra Pradesh,Srikakulam,532201,30,15
23-05-2025,Andhra Pradesh,Srikakulam,532212,2,5
23-05-2025,Andhra Pradesh,Srikakulam,532222,11,1
23-05-2025,Andhra Pradesh,Srikakulam,532312,17,15
23-05-2025,Andhra Pradesh,Srikakulam,532322,5,0
23-05-2025,Andhra Pradesh,Srikakulam,532426,8,4
23-05-2025,Andhra Pradesh,Srikakulam,532430,13,2
23-05-2025,Andhra Pradesh,Srikakulam,532460,18,3
23-05-2025,Andhra Pradesh,Srikakulam,535125,1,1
23-05-2025,Andhra Pradesh,Srikakulam,535128,1,1
22-05-2025,Andhra Pradesh,Srikakulam,532190,7,4
22-05-2025,Andhra Pradesh,Srikakulam,532195,20,7
22-05-2025,Andhra Pradesh,Srikakulam,532213,16,11
22-05-2025,Andhra Pradesh,Srikakulam,532322,5,3
22-05-2025,Andhra Pradesh,Srikakulam,532402,3,11
22-05-2025,Andhra Pradesh,Srikakulam,532408,4,0
22-05-2025,Andhra Pradesh,Srikakulam,532410,10,4
22-05-2025,Andhra Pradesh,Srikakulam,532421,10,2
22-05-2025,Andhra Pradesh,Srikakulam,532428,2,0
22-05-2025,Andhra Pradesh,Srikakulam,532445,7,3
22-05-2025,Andhra Pradesh,Srikakulam,532460,26,7
22-05-2025,Andhra Pradesh,Srikakulam,535557,2,3
27-05-2025,Andhra Pradesh,Srikakulam,532001,30,18
27-05-2025,Andhra Pradesh,Srikakulam,532005,8,2
27-05-2025,Andhra Pradesh,Srikakulam,532123,10,5
27-05-2025,Andhra Pradesh,Srikakulam,532127,13,8
27-05-2025,Andhra Pradesh,Srikakulam,532185,22,21
27-05-2025,Andhra Pradesh,Srikakulam,532214,5,7
27-05-2025,Andhra Pradesh,Srikakulam,532216,10,0
27-05-2025,Andhra Pradesh,Srikakulam,532284,8,4
27-05-2025,Andhra Pradesh,Srikakulam,532291,4,5
27-05-2025,Andhra Pradesh,Srikakulam,532427,0,1
27-05-2025,Andhra Pradesh,Srikakulam,532458,8,7
27-05-2025,Andhra Pradesh,Srikakulam,532460,27,16
27-05-2025,Andhra Pradesh,Srikakulam,532461,6,0
27-05-2025,Andhra Pradesh,Srikakulam,535125,0,1
28-05-2025,Andhra Pradesh,Srikakulam,532214,10,3
28-05-2025,Andhra Pradesh,Srikakulam,532216,5,1
28-05-2025,Andhra Pradesh,Srikakulam,532290,7,5
28-05-2025,Andhra Pradesh,Srikakulam,532292,4,1
28-05-2025,Andhra Pradesh,Srikakulam,532408,5,1
28-05-2025,Andhra Pradesh,Srikakulam,532440,21,10
28-05-2025,Andhra Pradesh,Srikakulam,532459,10,9
28-05-2025,Andhra Pradesh,Srikakulam,532460,23,5
26-05-2025,Andhra Pradesh,Srikakulam,532127,21,11
26-05-2025,Andhra Pradesh,Srikakulam,532195,27,10
26-05-2025,Andhra Pradesh,Srikakulam,532220,9,1
26-05-2025,Andhra Pradesh,Srikakulam,532290,6,4
26-05-2025,Andhra Pradesh,Srikakulam,532312,34,11
26-05-2025,Andhra Pradesh,Srikakulam,532401,10,6
26-05-2025,Andhra Pradesh,Srikakulam,532427,6,2
26-05-2025,Andhra Pradesh,Srikakulam,532456,12,2
26-05-2025,Andhra Pradesh,Srikakulam,532459,16,13
