date,state,district,pincode,bio_age_5_17,bio_age_17_
25-09-2025,Andhra Pradesh,Visakhapatnam,531126,3,7
25-09-2025,Andhra Pradesh,Visakhapatnam,531127,3,4
25-09-2025,Andhra Pradesh,Visakhapatnam,531133,3,1
28-09-2025,Andhra Pradesh,Visakhapatnam,530005,1,0
28-09-2025,Andhra Pradesh,Visakhapatnam,530013,2,1
28-09-2025,Andhra Pradesh,Visakhapatnam,530044,2,1
28-09-2025,Andhra Pradesh,Visakhapatnam,531024,6,1
28-09-2025,Andhra Pradesh,Visakhapatnam,531030,1,1
28-09-2025,Andhra Pradesh,Visakhapatnam,531115,1,0
28-09-2025,Andhra Pradesh,Visakhapatnam,531151,3,0
28-09-2025,Andhra Pradesh,Visakhapatnam,531173,2,1
30-09-2025,Andhra Pradesh,Visakhapatnam,530011,10,14
30-09-2025,Andhra Pradesh,Visakhapatnam,530016,14,16
30-09-2025,Andhra Pradesh,Visakhapatnam,530031,1,1
30-09-2025,Andhra Pradesh,Visakhapatnam,530032,1,0
30-09-2025,Andhra Pradesh,Visakhapatnam,530040,10,11
30-09-2025,Andhra Pradesh,Visakhapatnam,530051,5,6
30-09-2025,Andhra Pradesh,Visakhapatnam,531020,2,1
30-09-2025,Andhra Pradesh,Visakhapatnam,531023,1,6
30-09-2025,Andhra Pradesh,Visakhapatnam,531024,7,8
30-09-2025,Andhra Pradesh,Visakhapatnam,531029,4,5
30-09-2025,Andhra Pradesh,Visakhapatnam,531036,3,6
30-09-2025,Andhra Pradesh,Visakhapatnam,531111,5,3
30-09-2025,Andhra Pradesh,Visakhapatnam,531115,2,3
30-09-2025,Andhra Pradesh,Visakhapatnam,531173,9,13
29-09-2025,Andhra Pradesh,Visakhapatnam,530001,12,8
29-09-2025,Andhra Pradesh,Visakhapatnam,530004,9,8
29-09-2025,Andhra Pradesh,Visakhapatnam,530005,2,5
29-09-2025,Andhra Pradesh,Visakhapatnam,530008,11,12
29-09-2025,Andhra Pradesh,Visakhapatnam,530022,1,2
29-09-2025,Andhra Pradesh,Visakhapatnam,530024,5,3
29-09-2025,Andhra Pradesh,Visakhapatnam,530027,13,11
29-09-2025,Andhra Pradesh,Visakhapatnam,530045,1,4
29-09-2025,Andhra Pradesh,Visakhapatnam,530048,11,7
29-09-2025,Andhra Pradesh,Visakhapatnam,531021,3,5
29-09-2025,Andhra Pradesh,Visakhapatnam,531022,1,2
29-09-2025,Andhra Pradesh,Visakhapatnam,531028,7,4
29-09-2025,Andhra Pradesh,Visakhapatnam,531031,4,10
29-09-2025,Andhra Pradesh,Visakhapatnam,531083,1,4
29-09-2025,Andhra Pradesh,Visakhapatnam,531085,4,4
29-09-2025,Andhra Pradesh,Visakhapatnam,531133,11,5
05-10-2025,Andhra Pradesh,Visakhapatnam,530001,0,1
05-10-2025,Andhra Pradesh,Visakhapatnam,530008,3,0
05-10-2025,Andhra Pradesh,Visakhapatnam,530016,1,1
05-10-2025,Andhra Pradesh,Visakhapatnam,530020,0,1
05-10-2025,Andhra Pradesh,Visakhapatnam,530028,0,1
05-10-2025,Andhra Pradesh,Visakhapatnam,530032,2,2
05-10-2025,Andhra Pradesh,Visakhapatnam,531029,0,1
04-10-2025,Andhra Pradesh,Visakhapatnam,530014,0,1
04-10-2025,Andhra Pradesh,Visakhapatnam,530047,6,10
04-10-2025,Andhra Pradesh,Visakhapatnam,531001,14,16
04-10-2025,Andhra Pradesh,Visakhapatnam,531011,12,14
04-10-2025,Andhra Pradesh,Visakhapatnam,531021,5,4
04-10-2025,Andhra Pradesh,Visakhapatnam,531028,3,6
04-10-2025,Andhra Pradesh,Visakhapatnam,531029,27,14
04-10-2025,Andhra Pradesh,Visakhapatnam,531061,10,13
04-10-2025,Andhra Pradesh,Visakhapatnam,531077,14,35
04-10-2025,Andhra Pradesh,Visakhapatnam,531082,2,0
04-10-2025,Andhra Pradesh,Visakhapatnam,531105,1,3
04-10-2025,Andhra Pradesh,Visakhapatnam,531111,12,7
04-10-2025,Andhra Pradesh,Visakhapatnam,531113,15,16
04-10-2025,Andhra Pradesh,Visakhapatnam,531116,38,31
04-10-2025,Andhra Pradesh,Visakhapatnam,531117,2,1
29-10-2025,Andhra Pradesh,Visakhapatnam,530004,7,4
29-10-2025,Andhra Pradesh,Visakhapatnam,530013,7,4
29-10-2025,Andhra Pradesh,Visakhapatnam,530017,10,13
29-10-2025,Andhra Pradesh,Visakhapatnam,530026,16,17
29-10-2025,Andhra Pradesh,Visakhapatnam,530027,23,5
29-10-2025,Andhra Pradesh,Visakhapatnam,530051,4,1
29-10-2025,Andhra Pradesh,Visakhapatnam,530053,1,0
29-10-2025,Andhra Pradesh,Visakhapatnam,531011,14,7
29-10-2025,Andhra Pradesh,Visakhapatnam,531022,4,2
29-10-2025,Andhra Pradesh,Visakhapatnam,531026,8,3
29-10-2025,Andhra Pradesh,Visakhapatnam,531027,7,3
29-10-2025,Andhra Pradesh,Visakhapatnam,531028,9,6
29-10-2025,Andhra Pradesh,Visakhapatnam,531034,2,3
29-10-2025,Andhra Pradesh,Visakhapatnam,531075,6,0
29-10-2025,Andhra Pradesh,Visakhapatnam,531081,10,3
29-10-2025,Andhra Pradesh,Visakhapatnam,531085,2,0
29-10-2025,Andhra Pradesh,Visakhapatnam,531114,7,5
29-10-2025,Andhra Pradesh,Visakhapatnam,531127,3,5
29-10-2025,Andhra Pradesh,Visakhapatnam,531162,11,5
29-10-2025,Andhra Pradesh,Visakhapatnam,531173,18,8
29-10-2025,Andhra Pradesh,Visakhapatnam,531219,3,1
29-10-2025,Andhra Pradesh,Visakhapatnam,535145,0,1
30-10-2025,Andhra Pradesh,Visakhapatnam,530002,7,7
30-10-2025,Andhra Pradesh,Visakhapatnam,530003,3,4
30-10-2025,Andhra Pradesh,Visakhapatnam,530005,3,1
30-10-2025,Andhra Pradesh,Visakhapatnam,530013,14,12
30-10-2025,Andhra Pradesh,Visakhapatnam,530024,3,3
30-10-2025,Andhra Pradesh,Visakhapatnam,530029,6,2
30-10-2025,Andhra Pradesh,Visakhapatnam,530051,7,2
30-10-2025,Andhra Pradesh,Visakhapatnam,531019,18,4
30-10-2025,Andhra Pradesh,Visakhapatnam,531021,4,6
30-10-2025,Andhra Pradesh,Visakhapatnam,531027,14,1
30-10-2025,Andhra Pradesh,Visakhapatnam,531028,4,4
30-10-2025,Andhra Pradesh,Visakhapatnam,531029,7,6
30-10-2025,Andhra Pradesh,Visakhapatnam,531033,24,6
30-10-2025,Andhra Pradesh,Visakhapatnam,531035,44,10
30-10-2025,Andhra Pradesh,Visakhapatnam,531081,22,10
30-10-2025,Andhra Pradesh,Visakhapatnam,531085,17,4
30-10-2025,Andhra Pradesh,Visakhapatnam,531115,30,7
30-10-2025,Andhra Pradesh,Visakhapatnam,531116,28,22
30-10-2025,Andhra Pradesh,Visakhapatnam,531117,10,7
30-10-2025,Andhra Pradesh,Visakhapatnam,535183,5,3
31-10-2025,Andhra Pradesh,Visakhapatnam,530005,0,1
31-10-2025,Andhra Pradesh,Visakhapatnam,530007,7,6
31-10-2025,Andhra Pradesh,Visakhapatnam,530013,7,6
31-10-2025,Andhra Pradesh,Visakhapatnam,530017,12,9
31-10-2025,Andhra Pradesh,Visakhapatnam,530027,10,6
31-10-2025,Andhra Pradesh,Visakhapatnam,530032,0,2
31-10-2025,Andhra Pradesh,Visakhapatnam,530041,3,3
31-10-2025,Andhra Pradesh,Visakhapatnam,530053,1,0
31-10-2025,Andhra Pradesh,Visakhapatnam,531020,4,4
31-10-2025,Andhra Pradesh,Visakhapatnam,531029,14,15
31-10-2025,Andhra Pradesh,Visakhapatnam,531033,3,4
31-10-2025,Andhra Pradesh,Visakhapatnam,531036,8,17
31-10-2025,Andhra Pradesh,Visakhapatnam,531075,5,8
31-10-2025,Andhra Pradesh,Visakhapatnam,531105,2,1
31-10-2025,Andhra Pradesh,Visakhapatnam,531114,9,18
31-10-2025,Andhra Pradesh,Visakhapatnam,531173,17,19
10-11-2025,Andhra Pradesh,Visakhapatnam,530011,5,13
10-11-2025,Andhra Pradesh,Visakhapatnam,530016,20,28
10-11-2025,Andhra Pradesh,Visakhapatnam,530026,34,21
10-11-2025,Andhra Pradesh,Visakhapatnam,530029,4,4
10-11-2025,Andhra Pradesh,Visakhapatnam,530041,6,7
10-11-2025,Andhra Pradesh,Visakhapatnam,530049,2,3
10-11-2025,Andhra Pradesh,Visakhapatnam,531011,10,6
10-11-2025,Andhra Pradesh,Visakhapatnam,531023,0,1
10-11-2025,Andhra Pradesh,Visakhapatnam,531040,23,26
10-11-2025,Andhra Pradesh,Visakhapatnam,531075,0,2
10-11-2025,Andhra Pradesh,Visakhapatnam,531133,17,14
26-10-2025,Andhra Pradesh,Visakhapatnam,530013,5,3
26-10-2025,Andhra Pradesh,Visakhapatnam,530020,0,1
26-10-2025,Andhra Pradesh,Visakhapatnam,530024,1,0
26-10-2025,Andhra Pradesh,Visakhapatnam,530032,1,0
26-10-2025,Andhra Pradesh,Visakhapatnam,530045,4,1
26-10-2025,Andhra Pradesh,Visakhapatnam,531055,2,0
26-10-2025,Andhra Pradesh,Visakhapatnam,531085,2,0
26-10-2025,Andhra Pradesh,Visakhapatnam,531117,1,0
26-10-2025,Andhra Pradesh,Visakhapatnam,531162,2,0
26-10-2025,Andhra Pradesh,Visakhapatnam,531163,1,1
26-10-2025,Andhra Pradesh,Visakhapatnam,531173,2,2
27-10-2025,Andhra Pradesh,Visakhapatnam,530003,2,5
27-10-2025,Andhra Pradesh,Visakhapatnam,530011,8,6
27-10-2025,Andhra Pradesh,Visakhapatnam,530013,4,4
27-10-2025,Andhra Pradesh,Visakhapatnam,530022,0,1
27-10-2025,Andhra Pradesh,Visakhapatnam,530024,1,3
27-10-2025,Andhra Pradesh,Visakhapatnam,530029,4,1
27-10-2025,Andhra Pradesh,Visakhapatnam,530032,4,0
27-10-2025,Andhra Pradesh,Visakhapatnam,530040,11,2
27-10-2025,Andhra Pradesh,Visakhapatnam,530044,10,8
27-10-2025,Andhra Pradesh,Visakhapatnam,531002,6,3
27-10-2025,Andhra Pradesh,Visakhapatnam,531019,10,3
27-10-2025,Andhra Pradesh,Visakhapatnam,531022,11,6
27-10-2025,Andhra Pradesh,Visakhapatnam,531024,27,3
27-10-2025,Andhra Pradesh,Visakhapatnam,531032,14,7
27-10-2025,Andhra Pradesh,Visakhapatnam,531084,22,4
27-10-2025,Andhra Pradesh,Visakhapatnam,531116,33,25
27-10-2025,Andhra Pradesh,Visakhapatnam,531173,17,14
27-10-2025,Andhra Pradesh,Visakhapatnam,535273,1,1
01-11-2025,Andhra Pradesh,Visakhapatnam,530001,17,15
01-11-2025,Andhra Pradesh,Visakhapatnam,530002,7,2
01-11-2025,Andhra Pradesh,Visakhapatnam,530009,2,6
01-11-2025,Andhra Pradesh,Visakhapatnam,530012,9,14
01-11-2025,Andhra Pradesh,Visakhapatnam,530024,2,8
01-11-2025,Andhra Pradesh,Visakhapatnam,530029,3,2
01-11-2025,Andhra Pradesh,Visakhapatnam,530045,4,2
01-11-2025,Andhra Pradesh,Visakhapatnam,531019,0,3
01-11-2025,Andhra Pradesh,Visakhapatnam,531020,1,1
01-11-2025,Andhra Pradesh,Visakhapatnam,531022,3,5
01-11-2025,Andhra Pradesh,Visakhapatnam,531029,21,20
01-11-2025,Andhra Pradesh,Visakhapatnam,531040,47,34
01-11-2025,Andhra Pradesh,Visakhapatnam,531082,1,1
01-11-2025,Andhra Pradesh,Visakhapatnam,531084,1,4
01-11-2025,Andhra Pradesh,Visakhapatnam,531126,16,11
01-11-2025,Andhra Pradesh,Visakhapatnam,531133,4,1
13-11-2025,Andhra Pradesh,Visakhapatnam,530013,15,8
13-11-2025,Andhra Pradesh,Visakhapatnam,530024,7,10
13-11-2025,Andhra Pradesh,Visakhapatnam,530032,2,4
13-11-2025,Andhra Pradesh,Visakhapatnam,530045,3,5
13-11-2025,Andhra Pradesh,Visakhapatnam,530047,14,11
13-11-2025,Andhra Pradesh,Visakhapatnam,530049,5,1
13-11-2025,Andhra Pradesh,Visakhapatnam,530052,4,3
13-11-2025,Andhra Pradesh,Visakhapatnam,530053,1,1
13-11-2025,Andhra Pradesh,Visakhapatnam,531011,7,4
13-11-2025,Andhra Pradesh,Visakhapatnam,531021,3,8
13-11-2025,Andhra Pradesh,Visakhapatnam,531025,10,10
13-11-2025,Andhra Pradesh,Visakhapatnam,531033,2,5
13-11-2025,Andhra Pradesh,Visakhapatnam,531036,10,11
13-11-2025,Andhra Pradesh,Visakhapatnam,531060,3,3
13-11-2025,Andhra Pradesh,Visakhapatnam,531084,14,10
13-11-2025,Andhra Pradesh,Visakhapatnam,531126,13,9
13-11-2025,Andhra Pradesh,Visakhapatnam,535273,1,0
14-12-2025,Andhra Pradesh,Visakhapatnam,530001,2,2
14-12-2025,Andhra Pradesh,Visakhapatnam,530012,3,1
14-12-2025,Andhra Pradesh,Visakhapatnam,530027,2,0
14-12-2025,Andhra Pradesh,Visakhapatnam,530040,8,4
14-12-2025,Andhra Pradesh,Visakhapatnam,531022,1,0
14-12-2025,Andhra Pradesh,Visakhapatnam,531036,1,0
14-12-2025,Andhra Pradesh,Visakhapatnam,531113,1,1
15-12-2025,Andhra Pradesh,Visakhapatnam,530007,6,14
15-12-2025,Andhra Pradesh,Visakhapatnam,530008,16,17
15-12-2025,Andhra Pradesh,Visakhapatnam,530018,3,6
15-12-2025,Andhra Pradesh,Visakhapatnam,530022,8,1
15-12-2025,Andhra Pradesh,Visakhapatnam,530029,1,4
15-12-2025,Andhra Pradesh,Visakhapatnam,530041,3,4
15-12-2025,Andhra Pradesh,Visakhapatnam,530046,13,15
15-12-2025,Andhra Pradesh,Visakhapatnam,530049,0,1
15-12-2025,Andhra Pradesh,Visakhapatnam,530052,4,3
15-12-2025,Andhra Pradesh,Visakhapatnam,530053,0,1
15-12-2025,Andhra Pradesh,Visakhapatnam,531028,6,9
15-12-2025,Andhra Pradesh,Visakhapatnam,531061,7,12
15-12-2025,Andhra Pradesh,Visakhapatnam,531075,6,4
15-12-2025,Andhra Pradesh,Visakhapatnam,531113,6,14
15-12-2025,Andhra Pradesh,Visakhapatnam,531149,14,19
15-12-2025,Andhra Pradesh,Visakhapatnam,531151,14,13
15-12-2025,Andhra Pradesh,Visakhapatnam,535273,1,6
17-12-2025,Andhra Pradesh,Visakhapatnam,530004,20,11
17-12-2025,Andhra Pradesh,Visakhapatnam,530017,52,14
17-12-2025,Andhra Pradesh,Visakhapatnam,530024,11,3
17-12-2025,Andhra Pradesh,Visakhapatnam,530032,6,4
17-12-2025,Andhra Pradesh,Visakhapatnam,530044,43,13
17-12-2025,Andhra Pradesh,Visakhapatnam,530047,22,4
17-12-2025,Andhra Pradesh,Visakhapatnam,530049,1,1
17-12-2025,Andhra Pradesh,Visakhapatnam,530051,17,6
17-12-2025,Andhra Pradesh,Visakhapatnam,531019,11,7
17-12-2025,Andhra Pradesh,Visakhapatnam,531036,44,8
17-12-2025,Andhra Pradesh,Visakhapatnam,531115,25,10
17-12-2025,Andhra Pradesh,Visakhapatnam,531117,15,6
17-12-2025,Andhra Pradesh,Visakhapatnam,531127,7,2
16-12-2025,Andhra Pradesh,Visakhapatnam,530009,9,3
16-12-2025,Andhra Pradesh,Visakhapatnam,530011,27,8
16-12-2025,Andhra Pradesh,Visakhapatnam,530022,4,3
16-12-2025,Andhra Pradesh,Visakhapatnam,530027,13,12
16-12-2025,Andhra Pradesh,Visakhapatnam,530040,12,11
16-12-2025,Andhra Pradesh,Visakhapatnam,530043,2,0
16-12-2025,Andhra Pradesh,Visakhapatnam,530048,9,8
16-12-2025,Andhra Pradesh,Visakhapatnam,530053,4,2
16-12-2025,Andhra Pradesh,Visakhapatnam,531024,8,11
16-12-2025,Andhra Pradesh,Visakhapatnam,531029,24,13
16-12-2025,Andhra Pradesh,Visakhapatnam,531061,9,12
16-12-2025,Andhra Pradesh,Visakhapatnam,531081,23,7
16-12-2025,Andhra Pradesh,Visakhapatnam,531082,1,6
16-12-2025,Andhra Pradesh,Visakhapatnam,531083,1,4
16-12-2025,Andhra Pradesh,Visakhapatnam,531105,3,5
16-12-2025,Andhra Pradesh,Visakhapatnam,535005,1,1
16-12-2025,Andhra Pradesh,Visakhapatnam,530003,6,3
18-12-2025,Andhra Pradesh,Visakhapatnam,530003,4,5
18-12-2025,Andhra Pradesh,Visakhapatnam,530007,14,3
18-12-2025,Andhra Pradesh,Visakhapatnam,530011,20,7
18-12-2025,Andhra Pradesh,Visakhapatnam,530012,14,10
18-12-2025,Andhra Pradesh,Visakhapatnam,530017,33,16
18-12-2025,Andhra Pradesh,Visakhapatnam,530018,19,7
18-12-2025,Andhra Pradesh,Visakhapatnam,530024,6,0
18-12-2025,Andhra Pradesh,Visakhapatnam,530027,27,21
18-12-2025,Andhra Pradesh,Visakhapatnam,530040,37,19
18-12-2025,Andhra Pradesh,Visakhapatnam,530047,18,7
18-12-2025,Andhra Pradesh,Visakhapatnam,531020,7,7
18-12-2025,Andhra Pradesh,Visakhapatnam,531021,3,5
18-12-2025,Andhra Pradesh,Visakhapatnam,531022,8,11
18-12-2025,Andhra Pradesh,Visakhapatnam,531029,26,52
18-12-2025,Andhra Pradesh,Visakhapatnam,531035,25,16
18-12-2025,Andhra Pradesh,Visakhapatnam,531075,10,2
18-12-2025,Andhra Pradesh,Visakhapatnam,531163,12,20
18-12-2025,Andhra Pradesh,Visakhapatnam,535250,2,2
19-12-2025,Andhra Pradesh,Visakhapatnam,530001,29,15
19-12-2025,Andhra Pradesh,Visakhapatnam,530002,18,6
19-12-2025,Andhra Pradesh,Visakhapatnam,530024,5,4
19-12-2025,Andhra Pradesh,Visakhapatnam,530032,1,1
19-12-2025,Andhra Pradesh,Visakhapatnam,530043,4,0
19-12-2025,Andhra Pradesh,Visakhapatnam,530044,31,8
19-12-2025,Andhra Pradesh,Visakhapatnam,530045,8,2
19-12-2025,Andhra Pradesh,Visakhapatnam,530048,16,6
19-12-2025,Andhra Pradesh,Visakhapatnam,531022,11,8
19-12-2025,Andhra Pradesh,Visakhapatnam,531024,28,13
19-12-2025,Andhra Pradesh,Visakhapatnam,531025,6,5
19-12-2025,Andhra Pradesh,Visakhapatnam,531031,20,10
19-12-2025,Andhra Pradesh,Visakhapatnam,531040,17,14
19-12-2025,Andhra Pradesh,Visakhapatnam,531060,10,3
19-12-2025,Andhra Pradesh,Visakhapatnam,531077,13,19
19-12-2025,Andhra Pradesh,Visakhapatnam,531105,0,3
19-12-2025,Andhra Pradesh,Visakhapatnam,531116,30,24
19-12-2025,Andhra Pradesh,Visakhapatnam,535273,3,4
20-12-2025,Andhra Pradesh,Visakhapatnam,530004,11,4
20-12-2025,Andhra Pradesh,Visakhapatnam,530005,4,4
20-12-2025,Andhra Pradesh,Visakhapatnam,530012,14,8
20-12-2025,Andhra Pradesh,Visakhapatnam,530013,27,8
20-12-2025,Andhra Pradesh,Visakhapatnam,530016,44,20
20-12-2025,Andhra Pradesh,Visakhapatnam,530018,18,4
20-12-2025,Andhra Pradesh,Visakhapatnam,530044,27,10
20-12-2025,Andhra Pradesh,Visakhapatnam,530051,13,8
20-12-2025,Andhra Pradesh,Visakhapatnam,531020,5,4
20-12-2025,Andhra Pradesh,Visakhapatnam,531027,17,7
20-12-2025,Andhra Pradesh,Visakhapatnam,531055,27,21
20-12-2025,Andhra Pradesh,Visakhapatnam,531087,3,6
20-12-2025,Andhra Pradesh,Visakhapatnam,531115,14,15
20-12-2025,Andhra Pradesh,Visakhapatnam,531162,39,19
30-11-2025,Andhra Pradesh,Visakhapatnam,530008,3,0
30-11-2025,Andhra Pradesh,Visakhapatnam,531027,0,9
30-11-2025,Andhra Pradesh,Visakhapatnam,531031,1,0
30-11-2025,Andhra Pradesh,Visakhapatnam,531087,0,1
30-11-2025,Andhra Pradesh,Visakhapatnam,531162,1,0
04-12-2025,Andhra Pradesh,Visakhapatnam,530009,3,3
04-12-2025,Andhra Pradesh,Visakhapatnam,530051,4,7
04-12-2025,Andhra Pradesh,Visakhapatnam,530053,0,1
04-12-2025,Andhra Pradesh,Visakhapatnam,531026,6,14
04-12-2025,Andhra Pradesh,Visakhapatnam,531034,5,6
04-12-2025,Andhra Pradesh,Visakhapatnam,531061,9,26
04-12-2025,Andhra Pradesh,Visakhapatnam,531082,1,2
04-12-2025,Andhra Pradesh,Visakhapatnam,531084,8,27
04-12-2025,Andhra Pradesh,Visakhapatnam,531111,10,8
04-12-2025,Andhra Pradesh,Visakhapatnam,531113,3,15
04-12-2025,Andhra Pradesh,Visakhapatnam,531115,6,10
04-12-2025,Andhra Pradesh,Visakhapatnam,531133,5,8
04-12-2025,Andhra Pradesh,Visakhapatnam,531219,3,9
03-12-2025,Andhra Pradesh,Visakhapatnam,530007,5,2
03-12-2025,Andhra Pradesh,Visakhapatnam,530008,14,4
03-12-2025,Andhra Pradesh,Visakhapatnam,530020,3,5
03-12-2025,Andhra Pradesh,Visakhapatnam,530022,2,3
03-12-2025,Andhra Pradesh,Visakhapatnam,530028,2,2
03-12-2025,Andhra Pradesh,Visakhapatnam,530031,2,1
03-12-2025,Andhra Pradesh,Visakhapatnam,530032,0,1
03-12-2025,Andhra Pradesh,Visakhapatnam,530043,0,2
03-12-2025,Andhra Pradesh,Visakhapatnam,530048,12,6
03-12-2025,Andhra Pradesh,Visakhapatnam,531022,2,4
03-12-2025,Andhra Pradesh,Visakhapatnam,531034,4,8
03-12-2025,Andhra Pradesh,Visakhapatnam,531060,2,6
03-12-2025,Andhra Pradesh,Visakhapatnam,531075,3,3
03-12-2025,Andhra Pradesh,Visakhapatnam,531082,2,2
03-12-2025,Andhra Pradesh,Visakhapatnam,531083,6,4
03-12-2025,Andhra Pradesh,Visakhapatnam,531105,7,19
03-12-2025,Andhra Pradesh,Visakhapatnam,531114,12,19
03-12-2025,Andhra Pradesh,Visakhapatnam,531162,10,22
08-12-2025,Andhra Pradesh,Visakhapatnam,530001,10,23
08-12-2025,Andhra Pradesh,Visakhapatnam,530008,7,2
08-12-2025,Andhra Pradesh,Visakhapatnam,530022,8,2
08-12-2025,Andhra Pradesh,Visakhapatnam,530041,4,4
08-12-2025,Andhra Pradesh,Visakhapatnam,530045,3,2
08-12-2025,Andhra Pradesh,Visakhapatnam,530047,5,10
08-12-2025,Andhra Pradesh,Visakhapatnam,530048,1,2
08-12-2025,Andhra Pradesh,Visakhapatnam,530049,1,0
08-12-2025,Andhra Pradesh,Visakhapatnam,531021,3,6
08-12-2025,Andhra Pradesh,Visakhapatnam,531024,8,12
08-12-2025,Andhra Pradesh,Visakhapatnam,531026,6,4
08-12-2025,Andhra Pradesh,Visakhapatnam,531035,5,14
08-12-2025,Andhra Pradesh,Visakhapatnam,531075,6,7
08-12-2025,Andhra Pradesh,Visakhapatnam,531083,6,6
08-12-2025,Andhra Pradesh,Visakhapatnam,531113,7,12
08-12-2025,Andhra Pradesh,Visakhapatnam,531114,5,12
08-12-2025,Andhra Pradesh,Visakhapatnam,531133,2,3
08-12-2025,Andhra Pradesh,Visakhapatnam,531219,8,6
08-12-2025,Andhra Pradesh,Visakhapatnam,535005,0,1
08-12-2025,Andhra Pradesh,Visakhapatnam,535145,11,32
08-12-2025,Andhra Pradesh,Visakhapatnam,535183,0,2
07-12-2025,Andhra Pradesh,Visakhapatnam,531087,0,2
06-12-2025,Andhra Pradesh,Visakhapatnam,530017,8,10
06-12-2025,Andhra Pradesh,Visakhapatnam,530022,1,2
06-12-2025,Andhra Pradesh,Visakhapatnam,530024,4,5
06-12-2025,Andhra Pradesh,Visakhapatnam,530027,15,9
06-12-2025,Andhra Pradesh,Visakhapatnam,530040,18,10
06-12-2025,Andhra Pradesh,Visakhapatnam,530047,4,4
06-12-2025,Andhra Pradesh,Visakhapatnam,530049,0,1
06-12-2025,Andhra Pradesh,Visakhapatnam,531001,17,17
06-12-2025,Andhra Pradesh,Visakhapatnam,531019,3,6
06-12-2025,Andhra Pradesh,Visakhapatnam,531025,7,5
06-12-2025,Andhra Pradesh,Visakhapatnam,531031,6,9
06-12-2025,Andhra Pradesh,Visakhapatnam,531035,9,16
06-12-2025,Andhra Pradesh,Visakhapatnam,531127,1,6
11-12-2025,Andhra Pradesh,Visakhapatnam,530003,1,2
11-12-2025,Andhra Pradesh,Visakhapatnam,530004,5,6
11-12-2025,Andhra Pradesh,Visakhapatnam,530005,1,2
11-12-2025,Andhra Pradesh,Visakhapatnam,530009,1,1
11-12-2025,Andhra Pradesh,Visakhapatnam,530013,6,4
11-12-2025,Andhra Pradesh,Visakhapatnam,530017,19,12
11-12-2025,Andhra Pradesh,Visakhapatnam,530022,1,5
11-12-2025,Andhra Pradesh,Visakhapatnam,530024,0,3
11-12-2025,Andhra Pradesh,Visakhapatnam,530043,3,1
11-12-2025,Andhra Pradesh,Visakhapatnam,530053,1,0
11-12-2025,Andhra Pradesh,Visakhapatnam,531002,6,3
11-12-2025,Andhra Pradesh,Visakhapatnam,531020,6,2
11-12-2025,Andhra Pradesh,Visakhapatnam,531021,3,9
11-12-2025,Andhra Pradesh,Visakhapatnam,531024,7,5
11-12-2025,Andhra Pradesh,Visakhapatnam,531032,7,6
11-12-2025,Andhra Pradesh,Visakhapatnam,531035,3,15
11-12-2025,Andhra Pradesh,Visakhapatnam,531040,16,16
11-12-2025,Andhra Pradesh,Visakhapatnam,531085,4,7
11-12-2025,Andhra Pradesh,Visakhapatnam,531116,28,24
11-12-2025,Andhra Pradesh,Visakhapatnam,531133,4,3
11-12-2025,Andhra Pradesh,Visakhapatnam,531149,5,14
11-12-2025,Andhra Pradesh,Visakhapatnam,531162,6,15
11-12-2025,Andhra Pradesh,Visakhapatnam,531219,2,5
11-12-2025,Andhra Pradesh,Visakhapatnam,535145,6,14
11-12-2025,Andhra Pradesh,Visakhapatnam,535250,0,1
12-12-2025,Andhra Pradesh,Visakhapatnam,530011,3,7
12-12-2025,Andhra Pradesh,Visakhapatnam,530016,18,9
12-12-2025,Andhra Pradesh,Visakhapatnam,530027,6,5
12-12-2025,Andhra Pradesh,Visakhapatnam,530028,2,2
12-12-2025,Andhra Pradesh,Visakhapatnam,530031,2,1
12-12-2025,Andhra Pradesh,Visakhapatnam,530053,1,1
12-12-2025,Andhra Pradesh,Visakhapatnam,531020,0,7
12-12-2025,Andhra Pradesh,Visakhapatnam,531023,2,3
12-12-2025,Andhra Pradesh,Visakhapatnam,531025,4,5
12-12-2025,Andhra Pradesh,Visakhapatnam,531029,20,27
12-12-2025,Andhra Pradesh,Visakhapatnam,531035,8,16
12-12-2025,Andhra Pradesh,Visakhapatnam,531111,5,7
12-12-2025,Andhra Pradesh,Visakhapatnam,531114,7,6
12-12-2025,Andhra Pradesh,Visakhapatnam,531115,2,5
12-12-2025,Andhra Pradesh,Visakhapatnam,531116,14,20
12-12-2025,Andhra Pradesh,Visakhapatnam,531127,2,6
12-12-2025,Andhra Pradesh,Visakhapatnam,531149,11,14
22-12-2025,Andhra Pradesh,Visakhapatnam,530001,28,15
22-12-2025,Andhra Pradesh,Visakhapatnam,530002,11,5
22-12-2025,Andhra Pradesh,Visakhapatnam,530009,5,4
22-12-2025,Andhra Pradesh,Visakhapatnam,530017,25,21
22-12-2025,Andhra Pradesh,Visakhapatnam,530022,9,4
22-12-2025,Andhra Pradesh,Visakhapatnam,530024,8,3
22-12-2025,Andhra Pradesh,Visakhapatnam,530031,1,2
22-12-2025,Andhra Pradesh,Visakhapatnam,530032,6,3
22-12-2025,Andhra Pradesh,Visakhapatnam,530044,20,15
22-12-2025,Andhra Pradesh,Visakhapatnam,530047,11,9
22-12-2025,Andhra Pradesh,Visakhapatnam,531019,6,2
22-12-2025,Andhra Pradesh,Visakhapatnam,531025,25,2
